word,Positive,Negative
bất hủ,0,1
bất khả,0,1
bất khả biến,0,0
bất khả kháng,0,1
bất lực,0,1
bất minh,0,1
bất ngờ,0,0
bất nhã,0,1
bầu,0,0
bầu bí,0,1
bẫy,0,1
bày đàn,1,0
bê bết,0,1
bé bỏng,1,0
bền,1,0
bền vững,1,0
bênh vực,1,0
béo lùn,0,1
bép xép,0,1
bị bắt giữ,0,1
bị cấm,0,1
bị cản,0,1
bị cắt ngắn,0,0
bị chạm đến,0,0
bị chắn,0,1
bị chặn,0,1
bị đảo lộn,0,1
bị điên,0,1
bị ép buộc,0,1
bi hài,0,1
bị hoãn,0,1
bí mật,0,0
bị mất trí,0,1
bị mòn,0,1
bị ngăn,0,1
bị nhiễm bẩn,0,1
bị nhiễm độc,0,1
bỉ ổi,0,1
bị phá rối,0,1
bị phá sản,0,1
bị rút ngắn,0,1
bị tắc,0,1
bị thần kinh,0,1
bị thiệt thòi,0,1
bi thương,0,1
bị thương,0,1
bị vỡ nợ,0,1
biển,1,0
biến chất,0,0
biến cố,0,1
biện luận,0,0
biện pháp,1,0
biết điều,0,0
biết luân lí,1,0
biết ơn,1,0
biết phải trái,1,0
biếu,1,0
biểu diễn,1,0
bình chân,1,0
bố,0,0
bờ biển,0,0
bỏ dở,0,1
bỏ giày ra,0,0
bỏ giữa chừng,0,1
bỏ hoang,0,1
bỏ không,0,0
bỏ lửng,0,1
bố mẹ,0,0
bổ nhiệm,1,0
bơ phờ,0,1
bổ trợ,1,0
bỏ trống,0,0
bồn tắm,1,0
bông đùa,0,0
boỏ,0,1
bộp chộp,0,1
bớt đi,0,0
bụ bẫm,1,0
bừa bãi,0,1
búa bổ,0,1
bụi bẩn,0,1
bủn xỉn,0,1
bướng,0,1
buông thả,0,1
buốt,0,1
cá biệt,0,1
cả thẹn,0,1
cách biệt,0,1
cải cách,1,0
cái mới,1,0
cải thiện,1,0
cải tổ,1,0
câm,0,1
cấm,0,1
cạm bẫy,0,1
cấm chỉ,0,1
cảm động,0,0
căm ghét,0,1
cắn,0,1
cân bằng,1,0
cần cù,1,0
cần mẫn,1,0
càn rở,0,1
cẩn trọng,1,0
căng thẳng,0,1
cảnh báo,0,0
cảnh giác,0,0
cao,1,0
cao cấp,1,0
cao lớn,1,0
cao ốc,1,0
cấp cao,1,0
cặp đôi,1,0
cấp trên,1,0
cắt bớt,0,1
câu kết,0,1
cấu kết,0,1
cau lại,0,1
câu nệ,0,1
cha mẹ,0,0
chắc,1,0
chắc khoẻ,1,0
chắc nịch,1,0
châm biếm,0,1
chăm chú,1,0
chậm lớn,0,1
chậm phát triển,0,1
chần chờ,0,1
chần chừ,0,1
chăn thả,1,0
chào tạm biệt,0,0
chấp nhận,1,0
chấp nhận được,1,0
chấp thuận,1,0
chắt bóp,0,0
chất đầy,0,0
chật hẹp,0,1
chặt khít,0,0
chạy suốt,0,0
chạy theo mốt,0,1
chế độ phong kiến,0,1
che giấu,0,1
chểnh mảng,0,1
chép lại,0,1
chi li,0,0
chia đôi,0,1
chia phần,1,0
chia rẽ,0,1
chiếm giữ,1,0
chiều chuộng,1,0
chín,1,0
chỉnh đốn,1,0
chỉnh lưu,1,0
chính quyền,0,0
chỉnh tề,1,0
chính xác nhất,1,0
chịu được,1,0
chịu lửa,1,0
chịu lực,1,0
cho,1,0
chờ,0,0
cho không,0,0
choáng váng,0,0
chói,0,0
chối bỏ,0,0
chống,1,0
chống cách mạng,0,1
chồng chéo,0,1
chống đạn,1,0
chống đỡ,1,0
chóng mặt,0,0
chống phá,0,1
chống phá cách mạng,0,1
chủ chốt,1,0
chủ đạo,1,0
chủ quan,0,1
chú trọng,1,0
chú ý,1,0
chủ yếu,1,0
chưa cắt,0,0
chưa chạm,0,0
chưa chạm đến,0,0
chưa chạm tới,0,0
chua chát,0,0
chưa có tuyên thệ,0,1
chưa đả động,0,0
chưa đả động đến,0,0
chưa đả động tới,0,0
chưa đầy đủ,0,1
chưa đề cập,0,0
chưa đề cập đến,0,0
chưa đề cập tới,0,0
chưa động,0,0
chưa động đến,0,0
chưa động tới,0,0
chưa đụng đến,0,0
chưa được chế biến,0,0
chưa được chữa trị,0,1
chưa được điều trị,0,1
chưa được tuyên thệ,0,1
chưa được xác minh,0,0
chưa được xử lí,0,0
chưa giải quyết được,0,1
chưa hoàn thành,0,1
chưa hoàn thiện,0,1
chưa kết hôn,0,0
chưa khô,0,0
chưa kiệt,0,0
chưa lành,0,1
chưa lập gia đình,0,0
chưa lí giải,0,1
chưa lí giải được,0,1
chưa mó đến,0,0
chưa ổn định,0,1
chưa qua chế biến,0,0
chưa qua xử lí,0,0
chưa ra đời,0,1
chưa sinh,0,0
chưa sờ đến,0,0
chưa sử dụng,0,0
chưa tan,0,0
chưa tinh chế,0,0
chưa trả lời,0,1
chưa trả lời được,0,1
chưa từng ai biết,0,0
chưa từng có,0,0
chưa tuyên thệ,0,1
chuẩn bị trước,0,0
chung,0,0
chưng cất,1,0
chừng mực,1,0
chứng nhận,0,0
chướng,0,1
chướng mắt,0,1
chuyển tiếp,0,0
chuyện trò,1,0
cơ bản,1,0
có bầu,0,0
có bơ,1,0
có bụng,1,0
có bụng mỡ,0,1
có bụng phệ,0,1
có bụng to,0,1
có chân,1,0
cố chấp,0,1
có chiều hướng tiêu cực,0,1
có chửa,0,1
có chừng đỗi,1,0
có chừng mực,1,0
có công hiệu,1,0
có danh tiếng,1,0
có đạo đức,1,0
có đệm,1,0
có điều kiện,1,0
cố định,0,0
có độc,0,1
có đức,1,0
có ga,0,0
có giá,1,0
có giá trị,1,0
cô gọn,0,0
có hiệu quả,1,0
cố hữu,0,1
có ích,1,0
có ích lợi,1,0
có kết quả,1,0
có khả năng phóng xạ,1,0
có khả năng sinh sản,0,0
có lãi,1,0
có lễ độ,1,0
có lí,1,0
cổ lỗ,0,1
cổ lỗ sĩ,0,1
có lợi,1,0
có lợi ích,1,0
có lòng vị tha,1,0
có lưng tựa,0,0
có lý,1,0
có mang,0,0
có mặt,1,0
có mầu tím,0,0
có mủ,0,1
có mức độ,1,0
có nhiều hoa,1,0
có phẩm hạnh,1,0
có phân cành,0,0
có phân nhánh,0,0
có quyền tối cao,0,0
cơ sở,0,0
có sự sống,1,0
có sửa đổi,0,0
có sức hút,1,0
có sức thu hút,1,0
có tác dụng,1,0
có tài,1,0
có tài hùng biện,1,0
có tài xử trí,1,0
có thai,0,0
có thành kiến,0,1
có thanh thế,1,0
có thể bị tổn thương,0,0
có thể chứng minh,1,0
có thể đổi chác,0,0
có thể giải quyết,1,0
có thể giải thích,1,0
có thể hỏng,0,1
có thế lực,1,0
có thể nghe được,1,0
có thể nhận biết,0,1
có thiện chí,1,0
có tiếng,1,0
có tính chất lang băm,0,1
có tính chất mở,0,0
có tính chất tích cực,1,0
có tính chất tiêu cực,0,1
có tính di trú,0,0
có tính phóng xạ,0,1
có tính thăm dò,0,0
có tinh thần,1,0
có tinh thần thể thao,0,0
có tính tích cực,1,0
có tri giác,1,0
có trình độ,1,0
cổ truyền,1,0
có tư tưởng khoáng đạt,1,0
có tư tưởng phóng khoáng,1,0
có tư tưởng rộng rãi,1,0
có uy,1,0
có uy lực,1,0
có uy thế,1,0
có vẻ hợp lí,1,0
có vẻ mới,1,0
có vũ trang,0,0
cổ xưa,0,1
còm cõi,0,1
còn dang dở,0,1
còn đầy,1,0
còn dùng được,1,0
cơn lốc,0,0
con mụ tinh quái,0,1
còn ngon,1,0
con người,1,0
còn tốt,1,0
còn trinh,0,0
còn tươi,0,0
cộng đồng,1,0
công nghệ,0,0
công tước,1,0
cống vật,1,0
công việc,1,0
côngbằng,1,0
cót két,0,1
cọt kẹt,0,1
cột trụ,1,0
cũ,0,1
cù lần,0,1
cự phách,1,0
cư trú,1,0
Cục cưng,1,0
Cục đá,1,0
cực đoan,0,1
cực gần,0,0
cực khổ,0,1
cực kì gần,0,0
cực kỳ gần,0,0
cực nhọc,0,1
cực thừa thãi,0,1
cùn,0,1
cung cấp,1,0
cùng đẳng cấp,0,0
cứng đầu,0,1
cứng đơ,0,1
cứng lên,0,0
cứng như đá,0,1
cuộc thi,1,0
cuối cùng,0,0
cuồng,0,0
cuồng nhiệt,1,0
cứu tế,1,0
cứu trợ,1,0
đa dạng,1,0
đã được chứng thực,0,0
đã được định rõ,1,0
đã được xác định,1,0
đã được xác nhận,0,0
đã được xử lý,0,0
đã hết hạn,0,1
da không trắng,0,0
đã mất đi,0,0
đa năng,1,0
đa ngôn ngữ,1,0
đã qua xử lí,0,0
đã qua xử lý,0,0
đa tài,1,0
đặc sắc,0,0
đặc sệt,0,0
đặc trưng,1,0
đặc trưng riêng,0,0
dại,0,1
dại dột,0,1
đài tưởng niệm,1,0
đảm bảo,0,0
đâm chồi,1,0
dám làm,1,0
đầm lầy,0,1
dám nghĩ dám làm,1,0
đãm nước,0,1
đằm thắm,1,0
đàm thoại,1,0
đần,0,1
dần dần,0,0
đắn đo,0,1
dàn xếp,1,0
dâng,1,0
dang dở,0,1
đáng ghê tởm,0,1
đáng ghi nhớ,1,0
đáng giá,1,0
đáng lo,0,0
đáng lo ngại,0,0
đang lớn,0,0
đang lớn lên,0,0
đáng nể,1,0
đáng nghi,0,1
đáng ngờ,0,1
đáng quý trọng,1,0
đáng thương,0,0
đáng tiếc,0,0
đáng tôn quý,1,0
đáng trọng,1,0
danh dự,1,0
đánh nhau,0,0
danh vọng,1,0
đạo đức,1,0
đạo đức chủ nghĩa,1,0
đáp lại,1,0
đầu bò,0,1
đầu đất,0,1
đấu nhau,0,0
đầu tiên,1,0
dạy,1,0
đầy biến cố,0,1
đầy biến động,0,1
đầy biệt xứ,0,1
đầy đặn,1,0
dạy dỗ,1,0
đầy đủ,0,0
day dứt,0,1
đầy năng lực,1,0
đầy năng lượng,1,0
đầy phẫn nộ,0,0
đầy sao,0,0
đầy thịnh nộ,0,0
đầy tinh thần,1,0
đầy ý nghĩa,1,0
dễ bằng lòng,0,1
dễ bảo,1,0
để bảo vệ,1,0
dễ bị choáng,0,1
dễ bị kích động dễ bị kích thích,0,1
dể bị kích thích,1,0
dễ bị sốc,0,1
dễ bị tổn thương,0,0
dễ biến đổi,0,1
dễ biết,1,0
dễ cảm,1,0
dễ cáu,0,1
dễ cáu gắt,0,1
dễ chan hoà,1,0
dễ chịu,1,0
dễ choáng,0,1
đề cử,1,0
dễ dàng,1,0
dễ dạy,1,0
dễ dùng,1,0
dễ hài lòng,0,1
dễ hơn,1,0
dễ kích thích,0,1
đẻ non,0,1
dễ sai khiến,1,0
dễ sốc,0,1
dễ sử dụng,1,0
dễ thấm qua,0,0
dễ thẩm thấu,0,0
đê tiện,0,1
dễ tin,0,0
dễ tính,1,0
dễ uốn cong,0,0
đệm,1,0
đến chậm,0,1
đến gần,0,0
đến muộn,0,1
đến trễ,0,1
dềnh dang,0,1
dềnh dàng,0,1
đẹp đẽ,1,0
đẹp hơn,1,0
đều nhau,1,0
dị biệt,0,1
di động,0,0
đi du lịch,1,0
đi lên,1,0
địa vị,1,0
đích thật,0,0
điếc,0,1
điếc đặc,0,1
điếc lòi,0,1
điêều tra,1,0
điềm tĩnh,1,0
điểm yếu,0,1
điên,0,1
điên điên,0,1
điển hình,1,0
diễn thuyết,1,0
diển văn,1,0
điệp khúc,1,0
điệu bộ,1,0
điều chỉnh,1,0
điều độ,1,0
điêu khắc,1,0
định kỳ,0,0
định lý,0,0
dính mỡ,0,0
định trước,0,0
dịu dàng,1,0
dịu đi,0,0
dịu nhẹ đi,0,0
dở,0,1
đỏ bừng,0,0
dở chừng,0,1
đồ cổ,1,0
dò dẫm,0,0
độ dẫn,1,0
dở dang,0,1
dơ dáy,0,1
dơ duốc,0,1
đỡ được,1,0
đỏ gay,0,0
đồ giả,0,1
đỏ lựng,0,0
độ lượng,1,0
đỏ mặt,0,1
đo ván,1,0
đọa đày,0,1
đoan trang,1,0
đốc công,1,0
độc đoán,0,1
độc giả,1,0
độc hại,0,1
đọc hiểu,1,0
đối cách,0,1
đợi chờ,0,0
đối đầu,0,0
đòi hỏi,0,1
đói khí,0,1
đói không khí,0,1
dội lại,0,0
đối lập,0,1
đội mũ trùm đầu,0,0
đồi tệ,0,1
đổi thay,0,0
đơn cực,0,1
dọn dẹp,1,0
đôn hậu,1,0
đơn nhất,1,0
đơn sơ,0,0
đông,0,1
đồng cảm,1,0
Dòng chảy,1,0
đồng cỏ,1,0
đồng đều,1,0
đông đúc,0,0
đóng góp,1,0
đồng loã,0,1
đồng lòng,1,0
động lòng,1,0
đông nghịt,0,0
đồng tâm,1,0
đồng thuận,0,0
đồng tính nữ,0,1
động viên,0,0
đồng ý,1,0
đột xuất,0,0
dư dật,1,0
đủ đầy,1,0
đủ điều kiện,1,0
dự định,0,0
du hành,1,0
dự kiến,0,0
đủ sống,1,0
dư thừa,0,1
dư vị,0,1
dụng cụ,1,0
đứng đắn,1,0
dung hợp,1,0
dũng khí,1,0
đúng mốt,0,0
đúng mùa,0,0
đúng mực,1,0
dùng sai,0,1
dùng trước,0,0
đứng trước,1,0
được bảo đảm,1,0
được bưng bít,0,1
được cải tiến,1,0
được cất giấu,0,1
được cắt ngắn,0,0
được cắt tỉa,0,0
được chạm đến,0,0
được che đậy,0,1
được che giấu,0,1
được chôn giấu,0,1
được chuộng hơn,0,0
được cưng hơn,0,0
được cứu trợ,1,0
được đảm bảo,1,0
được dạy,0,0
được đề nghị,0,0
được định trước,0,0
được động đến,0,0
được giải cứu,1,0
được giải thoát,1,0
được giấu giếm,0,1
được huấn luyện,0,0
được kính nể,1,0
được miễn trừ,0,1
được mọi người ưa thích,1,0
được nhân dân yêu mến,1,0
được phân bổ,0,0
được phân chia,0,0
được phân ra,0,0
được phân tách,0,0
được quý trọng,1,0
được ra lệnh,0,0
được rút ngắn,0,1
được thắt chặt,0,0
được tỉa,0,0
được tỉa tót,0,0
được tôn trọng,1,0
được ưu tiên,0,0
được yên,1,0
được yêu cầu,0,0
được yêu hơn,0,0
được yêu quý hơn,0,0
đường bệ,1,0
đường ray,0,0
đứt,0,1
duũng khí,1,0
duyên dáng,1,0
duyệt lại,1,0
ê chề,0,1
e thẹn,0,1
êm,1,0
êm ái,1,0
êm dịu,1,0
ép chặt,1,0
gải quyết,1,0
gấm thêu,1,0
gạn,1,0
gắn bó,1,0
gần cuối,0,0
gan góc,1,0
gắn kết,1,0
ganh gổ,0,1
gấp,0,0
gập ghềnh,0,1
gauche,0,1
gày,0,1
gầy,0,1
gây ấn tượng sâu sắc,1,0
gày còm,0,1
gày dơ xương,0,1
gầy dơ xương,0,1
gay go,0,1
gày gò,0,1
gày guộc,0,1
gây tai nạn,0,1
gầy trơ xương,0,1
gây xúc động,1,0
ghê,0,1
ghẻ lạnh,0,1
ghen ghét,0,1
ghi lại,1,0
giá băng,0,1
gia hạn,1,0
giá lạnh,0,1
giá trị,1,0
già yếu,0,1
giải pháp,1,0
giải thích,1,0
giảm,0,1
giảm bớt,1,0
giảm nhẹ,1,0
giảm sút,0,1
giảm thiểu,1,0
gian,0,1
giản dị,1,0
gian khổ,0,1
giãn tĩnh mạch,0,1
gian truân,0,1
giành được,1,0
giáo hoàng,0,0
giáo khoa,1,0
giao thiệp,1,0
giáp chót,0,0
giáp cuối,0,0
giật đầu cá vá đầu tôm,0,1
giật gấu vá vai,0,1
giàu sức sống,1,0
giàu tưởng tượng,1,0
giỏi hơn,1,0
giống con nít,0,1
giống hệt,1,0
giọng khan,0,1
giống nhau,0,0
giống như hề,0,0
giống như vàng,1,0
giống trẻ con,0,1
giữ gìn,1,0
gồ ghề,0,1
gốc,1,0
gợi dục,0,0
gọn gàng,1,0
Góp phần,1,0
góp vốn,1,0
gọt giũa,1,0
gượng,0,1
gương mẫu,1,0
hạ thấp,0,1
hạch sách,0,1
hại,0,1
hài hoà,1,0
hàm súc,0,0
hạn chế bớt,0,1
hằng ngày,0,0
hạng nhất,1,0
hăng say,1,0
hành chính,0,0
hào hển,0,1
hào hùng,1,0
hào quang,1,0
hấp đẫn,1,0
hấp tấp,0,1
hau háu,0,0
hầu hết,0,0
Hầu tước,1,0
hay bắt lỗi,0,0
hay biến đổi,0,1
hay cãi lẽ,0,0
hay cãi lí,0,0
hay cáu,0,1
hay cáu gắt,0,1
hay cầu nguyện,0,0
hay đùa,0,0
hay hay,0,0
hay hơn,1,0
hay nghi ngờ,0,1
hay ngờ vực,0,1
hay tranh cãi,0,0
hay tranh luận,0,0
hệ quả,0,0
hèn kém,0,1
hèn yếu,0,1
héo,0,1
hẹp hòi,0,1
hết đát,0,1
hết date,0,1
hết sức sôi nổi,0,0
hiểm ác,0,1
hiểm nghèo,0,1
hiềm thù,0,1
hiến,1,0
hiền,1,0
hiền hậu,1,0
hiến pháp,0,0
hiền từ,1,0
hiệp sĩ,1,0
hiểu,1,0
hiệu chỉnh,1,0
hiếu động,0,1
hiếu khách,1,0
hình tượng,1,0
Hộ gia đình,1,0
hòa đồng,1,0
hoà giải,0,0
hoà hợp,1,0
hoà hợp với,0,0
hoà nhã,1,0
hòa nhã,1,0
hoà thuận,1,0
hoài nghi,0,1
hoãn lại,0,1
hoàn tất,1,0
hoang,0,1
hoang sơ,0,0
hoàng thân,1,0
hoàng tử,1,0
hoang vắng,0,0
hoạt bát,1,0
học,1,0
học bạ,0,0
học đòi,0,1
học giả,1,0
học nghề,0,0
học rộng,1,0
học việc,0,0
học viện,1,0
hơi ấm,1,0
hối cải,1,0
hói đầu,0,1
hơi điên,0,1
hơi khùng,0,1
hơi ngắn,0,1
hơi thở,0,0
hôi thối,0,1
hồi tưởng quá khứ,0,0
hom hem,0,1
hơn,1,0
hơn cả mong đợi,1,0
hồng hào,0,0
hợp,0,0
hợp đồng,0,0
hợp lệ,1,0
hợp lí,1,0
hợp thời,1,0
hợp thời trang,0,0
hợp vệ sinh,1,0
hư,0,1
hư hoại,0,1
hủ lậu,0,1
hư mất,0,1
hùng ca,1,0
hùng cường,1,0
hừng hực,0,0
hùng mạnh,1,0
hứng tình,0,0
hưởng lương,0,0
hủy bỏ,0,1
huy chương,1,0
huy hiệu,1,0
huyễn tưởng,0,1
ích kỉ,0,1
ích lợi,1,0
im lặng,1,0
ít học,0,1
ít kinh nghiệm,0,1
ít oi,0,1
ít ỏi,0,1
ít xảy ra,0,0
kẻ cướp,0,1
kể ra,1,0
kếch sù,1,0
kém cỏi,0,1
kém thuyết phục,0,1
kềnh càng,0,1
kẽo kẹt,0,1
keo kiệt,0,1
kẹp chặt,1,0
kẹt lại,0,1
kết ước,0,0
kêu,0,0
khá hơn,1,0
kha khá,1,0
khả kháng,1,0
khả năng,1,0
khả năng nói,1,0
khả quyết,1,0
khách sáo,0,1
khai hoang,1,0
khai phá,1,0
khám phá ra,1,0
khán giả,0,0
khản giọng,0,1
khẩn trương,0,0
khẳng định,1,0
khang khác,0,0
khập khiễng,0,1
khắt khe,0,1
khen,1,0
khéo,1,0
khéo tay,1,0
khí chất,1,0
khí phách,1,0
khích lệ,1,0
khiêm tốn,1,0
khinh miệt,0,1
khó,0,1
khó chiều,0,1
khó chịu,0,1
 hôi hám,0,1
 gớm ghiếc,0,1
khó coi,0,1
khó điều khiển,0,1
khó đọc,0,1
khô hạn,0,1
khò khè,0,1
khó nghe,0,1
khó quản lí,0,1
khó tin,0,0
khó tính,0,1
khoan dung,1,0
khoẻ khoắn,1,0
khỏe mạnh,1,0
khôi phục,1,0
khôn,1,0
khôn khéo,1,0
không ăn mặc chỉnh tề,0,1
không ăn năn,0,1
không an tâm,0,1
không bận,1,0
không bằng,0,1
không bằng nhau,0,1
không bày vẽ,1,0
không bè phái,0,0
không bị ảnh hưởng,1,0
không bị gãy,1,0
không bị hoen ố,1,0
không bị khiêu khích,1,0
không bị kích động,1,0
không bị kích thích,0,0
không bị kiềm chế,0,1
không bị kiểm tra,0,0
không bi loãng ra,1,0
không bị pha loãng,1,0
không bị phạt,0,0
không bị quấy rầy,1,0
không bị rối loạn,1,0
không bị tác động,1,0
không bị tổn thương,1,0
không bị trừng phạt,0,0
không bị vỡ,1,0
không biết,0,1
không biết phân biệt,0,1
không bọc,0,1
không bồn chồn,1,0
không cải trang,0,0
không cấm rượu,0,0
không cân bằng,0,1
không căn cứ,0,1
không cắn rứt,0,1
không cẩn thận,0,1
không cao,0,0
không chải chuốt,0,1
không cháy,1,0
không chảy ra,0,0
không chia bè phái,0,0
không chính thống,0,1
không chính xác,0,1
không chủ đích,0,0
không chủ ý,0,0
không chủ yếu,0,1
không chuyên nghiệp,0,1
không có chữ nghĩa,0,1
không có giá trị,0,1
không có hại,1,0
không có nhau thai,0,1
không có nhiệt,0,0
không có nhiều cây,0,0
không có óc phán xét,0,1
không có óc phê bình,0,1
không có quan hệ,0,1
không có sức thuyết phục,0,1
không có thẩm mỹ,0,1
không có thiện cảm,0,1
không có thực,0,0
không có tì vết,1,0
không có tiếng nói,0,1
không có tính chất khen ngợi,0,1
không có tính quyết định,0,1
không có tội,0,0
không có tuyên thệ,0,1
không có văn hoá,0,1
không có vết,1,0
không có ý thức,0,1
không còn nghi ngờ gì nữa,0,0
không còn trinh,0,1
không đặc trưng,0,1
không đại diện,0,1
không đạt tiêu chuẩn,0,1
không dễ chịu,0,1
không dè dặt,0,1
không dẽ dặt,0,1
không để thăm dò,0,0
không để thám hiểm,0,0
không đều đặn,0,0
không đi đến kết luận,0,1
không điển hình,0,1
không định trước,0,0
không do dự,1,0
không độ lượng,0,1
không đổ máu,1,0
không độc ác,1,0
không đọc được,0,1
không đội lốt,0,0
không đóng dấu,0,1
không động lòng thương,0,1
không dự đoán trước,0,0
không dự kiến trước,0,0
không đủ tư cách,0,1
không đúng hiến pháp,0,1
không đúng kiểu,0,1
không đúng quy cách,0,1
không được công khai,0,1
không được công nhận,0,1
không được đào tạo,0,1
không được dạy,0,1
không đươc điều chỉnh,0,1
không được huấn luyện,0,1
không được nhận,0,1
không được phép,0,1
không được thanh toán,0,1
không được thừa nhận,0,1
không được tuyên thệ,0,1
không duyên cớ,0,1
không gấp gáp,1,0
không gây ngạc nhiên,0,1
không giới hạn,1,0
không giống nhau,0,1
không gọn,0,1
không ham muốn,0,1
không hào phóng,0,1
không hay,0,1
không hiểm độc,1,0
không hiểu biết rộng,0,0
không hoà đồng,0,1
không hoàn toàn,0,1
không học rộng,0,1
không hoen ố,1,0
không hối lỗi,0,1
không hợp để diễn,0,1
không hợp lí,0,1
không hợp mode,0,1
không hợp mốt,0,1
không hợp thời trang,0,1
không hợp với khuôn phép,0,0
không hứng thú,0,1
không ích kỉ,1,0
không kể xiết,0,1
không kêu ca,1,0
không khéo kéo,0,1
không khiêu khích,1,0
không khoan dung,0,1
không khoe khoang,1,0
không khôn,0,1
không khôn ngoan,0,1
không lành nghề,0,1
không lịch sự,0,1
không lo lắng,1,0
không lưỡng lự,1,0
không lưu tâm,0,0
không lưu tâm đến,0,0
không mạ,0,1
không mang tính quyết định,0,1
không mơ ước,0,0
không mong muốn,0,1
không nên,0,0
không nên làm,0,0
không ngại,1,0
không ngại ngùng,1,0
không ngang bằng,0,1
không ngang bằng nhau,0,1
không ngang nhau,0,1
không nghiêm túc,0,1
không nghiện,1,0
không ngủ,0,1
không người,0,0
không nguỵ trang,0,0
không nhạy,0,1
không nhạy bén,0,1
không niêm phong,0,1
không oán trách,1,0
không phàn nàn,1,0
không phản ứng,0,0
không phẳng,0,1
không phe phái,0,0
không phủ,0,1
không quá khó chịu,1,0
không quả quyết,0,1
không quen thuộc,0,1
không quyết định,0,1
không quyết đoán,0,1
không quyết tâm,0,0
không rèn,0,1
không rõ nét,0,1
không rõ ràng,0,1
không rõ ràng mơ hồ,0,1
không rối,1,0
không rộng lượng,0,1
không rộng rãi,0,1
không rút gọn được,0,1
không sẵn lòng,0,1
không sẵn sàng tha thứ,0,1
không sáng suốt,0,1
không sợ,1,0
không sợ hãi,0,1
không sủi bong bóng,0,0
không sứt mẻ,1,0
không suy xét,0,1
không tàn nhẫn,1,0
không tan ra,0,0
không tán thành,0,1
không tập,0,1
không thấm nước,0,0
không thấm nước mưa,0,0
không tham vọng,0,1
không thân mật,0,1
không than phiền,1,0
không thân thiện,0,1
không thận trọng,0,1
không thành hình,0,1
không thay đổi,0,1
không thay thế được,0,0
không thể cãi,1,0
không thể chế ngự,0,1
không thể chinh phục,0,1
không thể đếm được,0,1
